
---------- Begin Simulation Statistics ----------
simSeconds                                   0.067103                       # Number of seconds simulated (Second)
simTicks                                  67103095068                       # Number of ticks simulated (Tick)
finalTick                                 67103095068                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1468.42                       # Real time elapsed on the host (Second)
hostTickRate                                 45697586                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     747020                       # Number of bytes of host memory used (Byte)
simInsts                                    254019556                       # Number of instructions simulated (Count)
simOps                                      437757516                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   172989                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     298115                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       201274335                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      219273499                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    1723                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     219188377                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   244                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined              388549                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined           311518                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                907                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          201122509                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.089825                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.440395                       # Number of insts issued each cycle (Count)
system.cpu1.fetch.nisnDist::mean             1.094110                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::stdev            2.479080                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::0               162054818     80.84%     80.84% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::1                 2815673      1.40%     82.24% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::2                 2511114      1.25%     83.49% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::3                 3278170      1.64%     85.13% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::4                 2876146      1.43%     86.56% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::5                 5636155      2.81%     89.38% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::6                 2917488      1.46%     90.83% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::7                 2581755      1.29%     92.12% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::8                15800391      7.88%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::total           200471710                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.branchRate                 0.039454                       # Number of branch fetches per cycle (Ratio)
system.cpu1.fetch.rate                       0.634872                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu1.icache.demandHits::cpu1.inst     12088573                       # number of demand (read+write) hits (Count)
system.cpu1.icache.demandHits::total         12088573                       # number of demand (read+write) hits (Count)
system.cpu1.icache.overallHits::cpu1.inst     12088573                       # number of overall hits (Count)
system.cpu1.icache.overallHits::total        12088573                       # number of overall hits (Count)
system.cpu1.icache.demandMisses::cpu1.inst          325                       # number of demand (read+write) misses (Count)
system.cpu1.icache.demandMisses::total            325                       # number of demand (read+write) misses (Count)
system.cpu1.icache.overallMisses::cpu1.inst          325                       # number of overall misses (Count)
system.cpu1.icache.overallMisses::total           325                       # number of overall misses (Count)
system.cpu1.icache.demandMissLatency::cpu1.inst     20486826                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.demandMissLatency::total     20486826                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.overallMissLatency::cpu1.inst     20486826                       # number of overall miss ticks (Tick)
system.cpu1.icache.overallMissLatency::total     20486826                       # number of overall miss ticks (Tick)
system.cpu1.icache.demandAccesses::cpu1.inst     12088898                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total     12088898                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst     12088898                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total     12088898                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.000027                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.demandMissRate::total     0.000027                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.overallMissRate::cpu1.inst     0.000027                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.overallMissRate::total     0.000027                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.demandAvgMissLatency::cpu1.inst 63036.387692                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.demandAvgMissLatency::total 63036.387692                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 63036.387692                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::total 63036.387692                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs           nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.demandMshrHits::cpu1.inst           74                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total           74                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst           74                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total           74                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst          251                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total          251                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst          251                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total          251                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst     16772211                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total     16772211                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst     16772211                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total     16772211                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.000021                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.000021                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.000021                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.000021                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 66821.557769                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 66821.557769                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 66821.557769                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 66821.557769                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.replacements                     0                       # number of replacements (Count)
system.cpu1.icache.ReadReq.hits::cpu1.inst     12088573                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total       12088573                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst          325                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.misses::total          325                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.missLatency::cpu1.inst     20486826                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.missLatency::total     20486826                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.accesses::cpu1.inst     12088898                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.accesses::total     12088898                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.missRate::cpu1.inst     0.000027                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.missRate::total     0.000027                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMissLatency::cpu1.inst 63036.387692                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMissLatency::total 63036.387692                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.mshrHits::cpu1.inst           74                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrHits::total           74                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrMisses::cpu1.inst          251                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMisses::total          251                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMissLatency::cpu1.inst     16772211                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissLatency::total     16772211                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissRate::cpu1.inst     0.000021                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.mshrMissRate::total     0.000021                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMshrMissLatency::cpu1.inst 66821.557769                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMshrMissLatency::total 66821.557769                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.power_state.pwrStateResidencyTicks::UNDEFINED  67103095068                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.icache.tags.tagsInUse          167.494133                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.icache.tags.totalRefs            12088824                       # Total number of references to valid blocks. (Count)
system.cpu1.icache.tags.sampledRefs               251                       # Sample count of references to valid blocks. (Count)
system.cpu1.icache.tags.avgRefs          48162.645418                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.icache.tags.warmupTick           55936341                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.icache.tags.occupancies::cpu1.inst   167.494133                       # Average occupied blocks per tick, per requestor ((Count/Tick))
